qa_id,entity_type,entity_id,severity,issue_type,issue,recommended_action,status
QA-B5AD344B6B,Product,PRD-5A54E4A232,Medium,Production readiness verification,Novatech 03061S is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-92F1045CF5,Product,PRD-5A822E57C6,Medium,Production readiness verification,Boston Scientific M00576410 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-BFE1E8AF20,Product,PRD-5A90A3DABC,Medium,Production readiness verification,Novatech 03541S is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-3CC4E315DB,Product,PRD-5ACC570E45,Medium,Production readiness verification,Novatech 04421S is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-78653C71F1,Product,PRD-5AD92B5438,Medium,Production readiness verification,Novatech 03841S is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-0AA9237588,Product,PRD-5B0D81C458,Medium,Current U.S. availability,Richard Wolf 163912 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-92D9ECEB5F,Product,PRD-5B271EC93B,Medium,Current U.S. availability,Richard Wolf 8933.433 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-0DF2F92C1A,Product,PRD-5BA5F9BD46,Medium,Production readiness verification,Novatech 02BRD9108 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-FBA4885E8B,Product,PRD-5BDAA5E440,Medium,Production readiness verification,Novatech 02BRD9902 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-5C888E0AF3,Product,PRD-5C35FB169D,Medium,Current U.S. availability,Richard Wolf 8215.715 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-F16ADBE548,Product,PRD-5C40D8FE80,Medium,Current U.S. availability,Richard Wolf 8214.0921 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-31D8C82B56,Product,PRD-5C99BF6AB0,Medium,Production readiness verification,Merit Medical 4992306 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-A903DAA23D,Product,PRD-5CBD1FD1E3,Medium,Production readiness verification,Boston Scientific M00558251 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-016DD36093,Product,PRD-5CC8131FDE,Medium,Production readiness verification,Cook Medical G34281 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-40D9156E75,Product,PRD-5CCBBDD4CF,Medium,Current U.S. availability,Karl Storz 10005BA is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-BB70630C8D,Product,PRD-5CD03F0708,Medium,Current U.S. availability,Richard Wolf 4565901M is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-D89B997A31,Product,PRD-5CF4A24299,Medium,Production readiness verification,Olympus SYS-5150 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-BB31B23149,Product,PRD-5D09EFABDD,Medium,Production readiness verification,Micro-Tech Endoscopy TT81690 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-A6BD1FA72B,Product,PRD-5D0F775ADC,Medium,Current U.S. availability,Karl Storz 10318D is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-AAD9EE6087,Product,PRD-5D118F7388,Medium,Current U.S. availability,Richard Wolf 839300102 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-8F4922E050,Product,PRD-5E2713887A,Medium,Current U.S. availability,Richard Wolf 8913.60 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-65761ADC1E,Product,PRD-5E4F566AA2,Medium,Production readiness verification,Novatech 02BRD1100 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-4A553A55B2,Product,PRD-5E6845A633,Medium,Current U.S. availability,Richard Wolf 82520.0842 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-D16B86C3AA,Product,PRD-5EF986AAB1,Medium,Production readiness verification,Olympus MA-651 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-01DB021799,Product,PRD-5F801B5A8E,Medium,Production readiness verification,Boston Scientific M00550090 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-3FE48B7F45,Product,PRD-5FA4880E82,Medium,Current U.S. availability,Richard Wolf 8920.4011 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-9357214330,Product,PRD-602AA2F147,Medium,Production readiness verification,Boston Scientific M00515171 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-0D8064E2F9,Product,PRD-60785178C9,Medium,Production readiness verification,Merit Medical ENDO-VAC20 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-DDF7839811,Product,PRD-60C171D0E6,Medium,Production readiness verification,Rocket Medical R51411-DP is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-4A99665897,Product,PRD-60ED7DF50E,Medium,Current U.S. availability,Karl Storz 10366H is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-5C93157E92,Product,PRD-6124E1A326,Medium,Production readiness verification,Micro-Tech Endoscopy TT81740 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-BF5CA21403,Product,PRD-615CDFB8AB,Medium,Current U.S. availability,Karl Storz 10358A is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-53D9BD9ACC,Product,PRD-61915862CE,Medium,Production readiness verification,Boston Scientific M00550630 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-6FADDE8AB5,Product,PRD-61B1C43B5C,Medium,Production readiness verification,Micro-Tech Endoscopy TT81700 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-005577B786,Product,PRD-61EE4D5DE6,Medium,Current U.S. availability,Karl Storz 10990 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-838E97A820,Product,PRD-6274807854,Medium,Current U.S. availability,Karl Storz 10328AA is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-4458BD61C0,Product,PRD-631CFE65BD,Medium,Production readiness verification,Novatech 02BRT40010 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-1B613EAA07,Product,PRD-633391A337,Medium,Production readiness verification,Boston Scientific M00576550 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-E761FE0611,Product,PRD-635895FDEF,Medium,Production readiness verification,Boston Scientific M00576460 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-C73A63B88A,Product,PRD-635FE10D65,Medium,Current U.S. availability,Richard Wolf 8243.711 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-8CAF62A6E4,Product,PRD-63EDA47A7D,Medium,Production readiness verification,Boston Scientific M00576530 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-678F9505B4,Product,PRD-6407CF16C1,Medium,Production readiness verification,Merit Medical 90129-306 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-1BD27561F4,Product,PRD-6488B1F637,Medium,Production readiness verification,Merit Medical 90129-202 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-8EB2686B54,Product,PRD-64B1BB919D,Medium,Production readiness verification,Novatech 04261FS is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-CB4A68E2B0,Product,PRD-6556097624,Medium,Production readiness verification,Merit Medical AERO1210 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-6D3820653D,Product,PRD-65629D3931,Medium,Production readiness verification,Merit Medical 90129-304 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-88D77A7FE7,Product,PRD-65A15D079A,Medium,Production readiness verification,Novatech 04411S is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-7E766B6E98,Product,PRD-66110A69CE,Medium,Production readiness verification,Novatech 02BRT30295 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-5013979BFA,Product,PRD-663E85AB45,Medium,Current U.S. availability,Richard Wolf 82530.0601 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-C229193E8A,Product,PRD-664CA0CB26,Medium,Production readiness verification,Olympus NA-201SX-4022-A is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-6B0CDFF028,Product,PRD-66935DEE7B,Medium,Production readiness verification,Novatech 03981S is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-6825EBD3FD,Product,PRD-66A04F5119,Medium,Production readiness verification,Novatech 02BRT30499 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-934536FDA6,Product,PRD-6707AC67D1,Medium,Current U.S. availability,Karl Storz 10318B is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-BB8EFDFF28,Product,PRD-67D1D03D3F,Medium,Current U.S. availability,Richard Wolf 8923.013 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-43535FCD65,Product,PRD-68E4686E4B,Medium,Current U.S. availability,Richard Wolf 8906.031 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-B7A5AE67C9,Product,PRD-694417C2F5,Medium,Current U.S. availability,Karl Storz 10372JL is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-0AB5247DD2,Product,PRD-695162DE9E,Medium,Current U.S. availability,Richard Wolf 2304.001 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-14363B1768,Product,PRD-698A0D25B4,Medium,Production readiness verification,Merit Medical P4L15 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-C007651FB0,Product,PRD-698F9E72B0,Medium,Current U.S. availability,Karl Storz 10370H is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-9E6E216343,Product,PRD-69CC9C6D05,Medium,Production readiness verification,Novatech 03341S is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-C49388120D,Product,PRD-69DB2A28A9,Medium,Production readiness verification,Olympus SVS-V9-00 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-8BFA47F69B,Product,PRD-6A26802196,Medium,Production readiness verification,Merit Medical P8L30 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-438E08C817,Product,PRD-6A53041E10,Medium,Production readiness verification,Novatech 92011S is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-5834DD2B40,Product,PRD-6A7E037C55,Medium,Production readiness verification,Merit Medical 4992508 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-0E752631E3,Product,PRD-6A9E4504F4,Medium,Production readiness verification,Novatech 03641FS is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-E6963CC435,Product,PRD-6AE3D5D976,Medium,Production readiness verification,Novatech 04281FS is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-2F26DE4B85,Product,PRD-6B09435B5B,Medium,Current U.S. availability,Richard Wolf 82530.0702 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-46D6AC35A3,Product,PRD-6B67179C61,Medium,Current U.S. availability,Olympus K10021893 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-E18A680EE2,Product,PRD-6B70F708B5,Medium,Production readiness verification,Olympus B7-2C is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-AD0CADBEAB,Product,PRD-6B7E932D54,Medium,Production readiness verification,Rocket Medical R51400-16-PL is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-93ED6E2857,Product,PRD-6BE691A444,Medium,Production readiness verification,Novatech 04231FS is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-A894AA655B,Product,PRD-6BF80B6E0D,Medium,Current U.S. availability,Richard Wolf 8935.443 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-D237F9B475,Product,PRD-6C99AA9B16,Medium,Current U.S. availability,Richard Wolf 8280.45 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-DF4F24F256,Product,PRD-6CB8BD3445,Medium,Current U.S. availability,Richard Wolf 8242.601 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-49C0439FDE,Product,PRD-6CCE68D268,Medium,Current U.S. availability,Karl Storz 10371HL is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-85FB9F965E,Product,PRD-6CF2953F5E,Medium,Current U.S. availability,Cook Medical G44109 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-43AC678101,Product,PRD-6D1BDDE146,Medium,Production readiness verification,Merit Medical 4992509 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-A8EC21F6D3,Product,PRD-6D2D08656C,Medium,Current U.S. availability,Richard Wolf 8242.652 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-29921F75D7,Product,PRD-6D6815FAE1,Medium,Production readiness verification,Novatech 02BRD3511 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-EA35F0CF02,Product,PRD-6D6BE53B9B,Medium,Production readiness verification,Olympus SVS-VSK-KIT is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-BB0A2E77E7,Product,PRD-6D6EEB24B8,Medium,Current U.S. availability,Olympus K10035371 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-BAB2202A14,Product,PRD-6D7A0E9DA8,Medium,Production readiness verification,Olympus K-403 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-16E562AC90,Product,PRD-6D8A97CC06,Medium,Production readiness verification,Micro-Tech Endoscopy TT81760 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-BEB63A831C,Product,PRD-6D9A7A7E79,Medium,Production readiness verification,Olympus NA-U401SX-4025N is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-7D59FCA5DA,Product,PRD-6E2197DFEE,Medium,Production readiness verification,Rocket Medical R54410-16-11 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-0A4C5876D8,Product,PRD-6E580584DD,Medium,Current U.S. availability,Richard Wolf 8935462 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-B8AE3E77E8,Product,PRD-6EA4535CE1,Medium,Current U.S. availability,Olympus K10029889 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-88ADF41FA5,Product,PRD-6ED2313A9C,Medium,Production readiness verification,Boston Scientific M00576430 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-4991B715B6,Product,PRD-6F8A951376,Medium,Production readiness verification,Rocket Medical R51400 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-119351E00B,Product,PRD-6FF6668D03,Medium,Production readiness verification,Olympus K-404 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-FD6B0B344C,Product,PRD-704850C991,Medium,Production readiness verification,Novatech 03281FS is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-019B5B865B,Product,PRD-705623F89A,Medium,Production readiness verification,Olympus MAJ-1339 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-882BEB83FA,Product,PRD-7058C81A50,Medium,Current U.S. availability,Richard Wolf 8238.502 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-539AC80DCC,Product,PRD-707B8A1974,Medium,Current U.S. availability,Olympus CC-220DR is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-F1D8167D56,Product,PRD-70A8B88A8D,Medium,Current U.S. availability,Micro-Tech Endoscopy ST02-334-14.060 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-FCDC7842B5,Product,PRD-70B22ED90D,Medium,Production readiness verification,Novatech 09011S is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-A711D81FE4,Product,PRD-716AA24BEF,Medium,Current U.S. availability,Richard Wolf 8280.43 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-CE76D94A93,Product,PRD-71B93D1EA0,Medium,Production readiness verification,Merit Medical 90129-311 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-A0609B5794,Product,PRD-71D13E3955,Medium,Current U.S. availability,Karl Storz 10318FL is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-75871F1036,Product,PRD-71D6D8E081,Medium,Production readiness verification,Micro-Tech Endoscopy TT81710 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-ECD516BAE0,Product,PRD-72889F9CE3,Medium,Production readiness verification,Boston Scientific M00515182 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-E07292626F,Product,PRD-7359DC8555,Medium,Production readiness verification,Novatech 04201FS is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-EEF3C06FBE,Product,PRD-7389E0BD35,Medium,Production readiness verification,Merit Medical 90129-217 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-DDEA07DA5C,Product,PRD-73BBBA8747,Medium,Production readiness verification,Boston Scientific M00558221 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-F26E8010B6,Product,PRD-750BCA0F02,Medium,Current U.S. availability,Karl Storz 10510N is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-EB632F87F7,Product,PRD-75434A8582,Medium,Current U.S. availability,Richard Wolf 8280.41 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-B458222AA0,Product,PRD-7563085A90,Medium,Current U.S. availability,Richard Wolf 8465.64 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-B556379967,Product,PRD-7578C8D45A,Medium,Production readiness verification,Rocket Medical R54410-00-DL is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-F24AADDAB4,Product,PRD-758E53CAAF,Medium,Current U.S. availability,Karl Storz 10315P is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-6B1BBB7597,Product,PRD-759CE9B00A,Medium,Current U.S. availability,Richard Wolf 8243.403 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-47B06455A2,Product,PRD-75E555BC77,Medium,Current U.S. availability,Olympus MAJ-1080 is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-91009D20F9,Product,PRD-762DCA1D6D,Medium,Current U.S. availability,Karl Storz 26072SU is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
QA-281CAD584B,Product,PRD-7677972FA0,Medium,Production readiness verification,Novatech 02BRD3512 is source-backed and prototype-visible but has not completed production verification.,"Verify current IFU, FDA/UDI status, commercial availability, recalls, exact package UOM, and local formulary; record dated evidence.",Open
QA-615FCD5691,Product,PRD-768CEEE32B,Medium,Current U.S. availability,Karl Storz 10924DL is source-backed but current U.S. availability or labeling is unverified.,"Confirm current U.S. catalog status, IFU, UDI/GTIN, service support, and local formulary before enabling.",Open
